SentenceID,Transcript,Device
speaker33_m_nn_utt17,dompetku ilang ning bis amarga dicolong,Iphone 16 Pro
speaker33_m_nn_utt18,aku kesasar ning alas amarga salah dalan,Iphone 16 Pro
speaker33_m_nn_utt19,awakku melu lomba makan kerupuk ning ha u te er i,Iphone 16 Pro
speaker33_m_nn_utt20,aku pengin bisa mabur menyang luar negeri,Iphone 16 Pro
speaker33_m_nn_utt21,cita citaku arep dadi dokter hewan,Iphone 16 Pro
speaker33_m_nn_utt22,sesuk aku kudu nglamar gaweyan anyar,Iphone 16 Pro
speaker33_m_nn_utt23,yen wis lulus aku arep nikah karo pacarku,Iphone 16 Pro
speaker33_m_nn_utt24,muga muga awakku bisa lolos ujian iki,Iphone 16 Pro
speaker33_m_nn_utt25,pecel lele ning warung pojok enak tenan rasane,Iphone 16 Pro
speaker33_m_nn_utt26,aku pengen mangan soto,Iphone 16 Pro
speaker33_m_nn_utt27,bossku galak banget yen karyawan telat mlebu,Iphone 16 Pro
speaker33_m_nn_utt28,ponakan wis bisa mlaku dhewe umur setahun,Iphone 16 Pro
speaker33_m_nn_utt29,simbah putri lagi ngalem ning kamar,Iphone 16 Pro
speaker33_m_nn_utt30,kucingku mlayu ngebut ngoyak tikus,Iphone 16 Pro
speaker34_m_nn_utt01,sejumlah pangguna motor nang suroboyo ngeluh motore mogok sakwise ngisi bahan bakar minyak jenis pertalite nang es pe be u pertamina setempat,Thronmax Mdrill Zero
speaker34_m_nn_utt02,sakdurunge kehebohan sing podo pisan sempet kedadian nang tuban,Thronmax Mdrill Zero
speaker34_m_nn_utt03,salah siji warga sing ngeluh yaiku irfan wong sidoyoso kecamatan simokerto kota suroboyo,Thronmax Mdrill Zero
speaker34_m_nn_utt04,aku mulih disik yo,Thronmax Mdrill Zero
speaker34_m_nn_utt05,sesuk ketemu maneh,Thronmax Mdrill Zero
speaker34_m_nn_utt06,ojo kesusu,Thronmax Mdrill Zero
speaker34_m_nn_utt07,lawange tulung ditutup,Thronmax Mdrill Zero
speaker34_m_nn_utt08,masakane enak tenan,Thronmax Mdrill Zero
speaker34_m_nn_utt09,aku arep gawe kopi,Thronmax Mdrill Zero
speaker34_m_nn_utt10,kowe mangkat jam piro,Thronmax Mdrill Zero
speaker34_m_nn_utt11,aku lagi sinau,Thronmax Mdrill Zero
speaker34_m_nn_utt12,wis rampung durung tugase,Thronmax Mdrill Zero
speaker34_m_nn_utt13,aku ngelak golek es yuk,Thronmax Mdrill Zero
speaker34_m_nn_utt14,hape ku batrene entek,Thronmax Mdrill Zero
speaker34_m_nn_utt15,wah kok iso,Thronmax Mdrill Zero
speaker34_m_nn_utt16,mugo mugo kabeh lancar,Thronmax Mdrill Zero
speaker34_m_nn_utt17,kapan kapan dolan mrene maneh yo,Thronmax Mdrill Zero
speaker34_m_nn_utt18,aku bar tangi turu,Thronmax Mdrill Zero
speaker34_m_nn_utt19,tulung pesenno kopi siji,Thronmax Mdrill Zero
speaker34_m_nn_utt20,aku yo melu,Thronmax Mdrill Zero
speaker34_m_nn_utt21,durung ngerti aku,Thronmax Mdrill Zero
speaker34_m_nn_utt22,titip salam kanggo ibumu,Thronmax Mdrill Zero
speaker34_m_nn_utt23,rasane kok rodo adem,Thronmax Mdrill Zero
speaker34_m_nn_utt24,ojo lali jupuk pakete,Thronmax Mdrill Zero
speaker34_m_nn_utt25,aku kudu nabung sik,Thronmax Mdrill Zero
speaker34_m_nn_utt26,kowe pinter banget e,Thronmax Mdrill Zero
speaker34_m_nn_utt27,awas ati ati nang dalan,Thronmax Mdrill Zero
speaker34_m_nn_utt28,yo wis ngono wae,Thronmax Mdrill Zero
speaker34_m_nn_utt29,iyo bener kuwi,Thronmax Mdrill Zero
speaker34_m_nn_utt30,jajal panganan iki enak lho,Thronmax Mdrill Zero
speaker35_m_n_utt01,bapakku nduwe usaha ngingu pitik sing terkenal ning desaku,
speaker35_m_n_utt02,lima kandang pitik dideleh ning mburi omah,
speaker35_m_n_utt03,saben kandang pitik kui ukurane lima ping enem meter sing cukup dinggoni seket pitik,
speaker35_m_n_utt04,aku saben esuk ngewangi bapak makani pitik pitik gen cepet gedhe lan iso payu larang,
speaker35_m_n_utt05,pakan pitik sing dicepakne nggo makani macem macem mulai seko beras jagung nganti dedak,
speaker35_m_n_utt06,ben oleh rego murah pakan kui dituku seko tengkulak sing wis dadi langganan suwe,
speaker35_m_n_utt07,tigan seko pitik pitik iku dijupuki saben dino nek nemu,
speaker35_m_n_utt08,saiki keluargaku iso nggawe usaha dewe,
speaker35_m_n_utt09,aku dewe seneng banget sinau soal ngingu pitik langsung karo bapak,
speaker35_m_n_utt10,aku duweni cita cita yen suk gedhe bakal iso nerusne usahane bapakku gen luweh gedhe,
speaker35_m_n_utt11,pas bali sekolah aku karo kanca kancaku mangkat niliki andi,
speaker35_m_n_utt12,andi wis ra mlebu sekolah seminggu,
speaker35_m_n_utt13,krungu krungu andi ki loro tipes,
speaker35_m_n_utt14,aku mbek konco konco inisiatif urunan gawakne roti lan buah sing disenengi andi,
speaker35_m_n_utt15,aku lan koncoku numpak onthel bareng sisan bali,
speaker35_m_n_utt16,ndilalahe pas nek tengah dalan ora sengojo ban othelku kecubles paku,
speaker35_m_n_utt17,akhire aku golek tambal ban dikancani edo,
speaker35_m_n_utt18,bejane pas kui ra ono tambal ban,
speaker35_m_n_utt19,yawis onthelku tak gowo bali disik terus aku nggonceng edo,
speaker35_m_n_utt20,aku matur suwun banget karo edo,
speaker35_m_n_utt21,mergo edo gelem tak goncengi mangkat mulih dino kui,
speaker35_m_n_utt22,sedino saurunge dino ulang tahunku,
speaker35_m_n_utt23,aku diajak bapak tumbas klambi anyar nggo dingo pas acara kui,
speaker35_m_n_utt24,ruang tamu omahku yo dihias karo balon balon lan pita sing meriah banget,
speaker35_m_n_utt25,ibukku pesen roti ulang tahun sing bentuke minion koyo sing tak senengi,
speaker35_m_n_utt26,sesuke koncoku do teko nggowo hadiah,
speaker35_m_n_utt27,enek sing ngekeki kado buku pensil tas mbek sepatu,
speaker35_m_n_utt28,aku seneng banget pas kui,
speaker35_m_n_utt29,ora kroso minggu ngarep wis preian sekolah,
speaker35_m_n_utt30,aku lan keluarga duwe rencana bakal dolan menyang griyane kakungku ning gunung sari,
speaker36_m_nn_utt01,kula nyuwun idin rumiyin supados saged mlebet,Samsung A55
speaker36_m_nn_utt02,panjenengan kersa maringi penjelasan langkung cetha,Samsung A55
speaker36_m_nn_utt03,mugi rapat enjing saged lumampah kanthi tertib,Samsung A55
speaker36_m_nn_utt04,kula nyuwun tulung supados dipun wangsuli enggal,Samsung A55
speaker36_m_nn_utt05,panjenengan sampun siyap kangge miwiti pakaryan dinten menika,Samsung A55
speaker36_m_nn_utt06,mugi lelampahan panjenengan tansah pinaringan wilujeng,Samsung A55
speaker36_m_nn_utt07,kula badhe nerusake sinau sasampunipun dhahar,Samsung A55
speaker36_m_nn_utt08,panjenengan kersa nyuwun ngentosi sakderengipun kula rampung makarya,Samsung A55
speaker36_m_nn_utt09,nyuwun sewu menawi kula taksih mboten mangertos,Samsung A55
speaker36_m_nn_utt10,mugi panjenengan kersa maringi pitutur supados kula mboten kalepatan,Samsung A55
speaker36_m_nn_utt11,kula badhe nyerat layang resmi kangge kaping pisan,Samsung A55
speaker36_m_nn_utt12,panjenengan saged maringi dhawuh menapa ingkang dipun perlokaken,Samsung A55
speaker36_m_nn_utt13,mugi berkas punika saged panjenengan waca menawi sampun gadhah wekdal,Samsung A55
speaker36_m_nn_utt14,kula ngaturaken panuwun sanget dhumateng panjenengan,Samsung A55
speaker36_m_nn_utt15,panjenengan sageda mirsani paparan punika kanthi teliti,Samsung A55
speaker36_m_nn_utt16,menawi dipun paringi wekdal kula badhe maringi klarifikasi,Samsung A55
speaker36_m_nn_utt17,mugi tugas punika saged rampung kanthi lancar,Samsung A55
speaker36_m_nn_utt18,kula nyuwun pamrayoga panjenengan kangge pambiji pungkasan,Samsung A55
speaker36_m_nn_utt19,panjenengan saged maringi panglipur nalika kula nembe angel,Samsung A55
speaker36_m_nn_utt20,kula badhe nyiapake cathetan supados saged dipun lampahi bebarengan,Samsung A55
speaker36_m_nn_utt21,mugi panjenengan tansah pinaringan kasehatan lan wilujeng,Samsung A55
speaker36_m_nn_utt22,nyuwun idin kula medal sekedhap rumiyin,Samsung A55
speaker36_m_nn_utt23,panjenengan badhe tindak dhateng pundi sasampunipun punika,Samsung A55
speaker36_m_nn_utt24,menawi panjenengan mboten sibuk kula ajeng nyuwun piwulang,Samsung A55
speaker36_m_nn_utt25,mugi pitedah panjenengan saged ndadosaken pepadhang kangge kula,Samsung A55
speaker36_m_nn_utt26,kula saweg nyobi makarya kanthi langkung rikat,Samsung A55
speaker36_m_nn_utt27,panjenengan saged paring cathetan menawi wonten ingkang kirang,Samsung A55
speaker36_m_nn_utt28,mugi panjenengan kersa maringi wekdal setunggal kalih menit,Samsung A55
speaker36_m_nn_utt29,kula ngaturaken sembah nuwun sanget amargi pitulungan panjenengan,Samsung A55
speaker36_m_nn_utt30,panjenengan kersa ngendika malih supados kula langkung mangertos,Samsung A55
speaker37_m_n_utt01,aku arep mangan dhisik,Iphone 15
speaker37_m_n_utt02,koe lagi neng ndi,Iphone 15
speaker37_m_n_utt03,aku ra paham maksude opo,Iphone 15
speaker37_m_n_utt04,ayo nongkrong bareng bengi iki,Iphone 15
speaker37_m_n_utt05,iki wis bener durung,Iphone 15
speaker37_m_n_utt06,aku arep bali saiki,Iphone 15
speaker37_m_n_utt07,koe wis siap durung,Iphone 15
speaker37_m_n_utt08,laptopku mati dewe,Iphone 15
speaker37_m_n_utt09,dina iki panas banget,Iphone 15
speaker37_m_n_utt10,ojo lali mateni lampu,Iphone 15
speaker37_m_n_utt11,aku kesel banget dina iki,Iphone 15
speaker37_m_n_utt12,koe wis krungu kabare durung,Iphone 15
speaker37_m_n_utt13,mangkat saiki wae ben cepet rampung,Iphone 15
speaker37_m_n_utt14,iki barangmu tak simpen kene yo,Iphone 15
speaker37_m_n_utt15,koe lagi mikir opo,Iphone 15
speaker37_m_n_utt16,aku ora melu aku sibuk saiki,Iphone 15
speaker37_m_n_utt17,ojo gampang nesu,Iphone 15
speaker37_m_n_utt18,aku ra yakin karo omongane,Iphone 15
speaker37_m_n_utt19,aku lagi ngenteni wong,Iphone 15
speaker37_m_n_utt20,panjenengan badhe tindak pundi,Iphone 15
speaker37_m_n_utt21,mangga pinarak rumiyin,Iphone 15
speaker37_m_n_utt22,matur nuwun kula lenggah mriki mawon,Iphone 15
speaker37_m_n_utt23,kula piyambakan mawon,Iphone 15
speaker37_m_n_utt24,mangga dipun coba rumiyin,Iphone 15
speaker37_m_n_utt25,kula ngaturaken salam saking keluarga,Iphone 15
speaker37_m_n_utt26,kula ngraosaken hawa mendung,Iphone 15
speaker37_m_n_utt27,kula pamit rumiyin,Iphone 15
speaker37_m_n_utt28,matur nuwun mugi panjenengan ugi,Iphone 15
speaker37_m_n_utt29,persiapan iku penting banget,Iphone 15
speaker37_m_n_utt30,aku arep mlaku mlaku ben ora sedih,Iphone 15
speaker38_f_n_utt01,sugeng enjing bapak ibu,Mi pad 6
speaker38_f_n_utt02,kula nyuwun pangapunten,Mi pad 6
speaker38_f_n_utt03,panjenengan badhé tindak pundi,Mi pad 6
speaker38_f_n_utt04,menapa panjenengan kersa dhahar,Mi pad 6
speaker38_f_n_utt05,bapak saweg maos koran,Mi pad 6
speaker38_f_n_utt06,ibu nembe masak ing pawon,Mi pad 6
speaker38_f_n_utt07,mangga dipun unjuk kopinipun,Mi pad 6
speaker38_f_n_utt08,griya kula tebih saking kitha,Mi pad 6
speaker38_f_n_utt09,kula badhé tumbas jajan pasar,Mi pad 6
speaker38_f_n_utt10,sampun dangu mboten kepanggih,Mi pad 6
speaker38_f_n_utt11,wekdalé sampun sonten,Mi pad 6
speaker38_f_n_utt12,nyuwun pirsa niki jam pinten,Mi pad 6
speaker38_f_n_utt13,sepurane aku telat teka,Mi pad 6
speaker38_f_n_utt14,kowe wis mangan durung,Mi pad 6
speaker38_f_n_utt15,ayo dolan menyang omahku,Mi pad 6
speaker38_f_n_utt16,aku lagi kesel banget saiki,Mi pad 6
speaker38_f_n_utt17,ojo lali nggarap pr mu,Mi pad 6
speaker38_f_n_utt18,wingi aku weruh kowe ing toko,Mi pad 6
speaker38_f_n_utt19,sepedhahku rusak kudu didandani,Mi pad 6
speaker38_f_n_utt20,cuacane panas banget dina iki,Mi pad 6
speaker38_f_n_utt21,buku kuwi duwekku,Mi pad 6
speaker38_f_n_utt22,sesuk arep nandi kowe,Mi pad 6
speaker38_f_n_utt23,aku seneng banget karo masakan iki,Mi pad 6
speaker38_f_n_utt24,banyune adhem tenan,Mi pad 6
speaker38_f_n_utt25,wis rampung anggonmu sinau,Mi pad 6
speaker38_f_n_utt26,kula wangsul rumiyin nggih,Mi pad 6
speaker38_f_n_utt27,dipun aturi lenggah,Mi pad 6
speaker38_f_n_utt28,kéwan napa sing wernané ireng,Mi pad 6
speaker38_f_n_utt29,mbakku lagi ngumbah klambi,Mi pad 6
speaker38_f_n_utt30,pancen bener omonganmu kuwi,Mi pad 6
speaker39_f_nn_utt01,esuk esuk aku biasane ngombe kopi anget neng pawon,Iphone 15 Pro
speaker39_f_nn_utt02,sepur saka stasiun kene asring telat teka,Iphone 15 Pro
speaker39_f_nn_utt03,bengi mau aku krungu udan deres karo gludhug,Iphone 15 Pro
speaker39_f_nn_utt04,adhiku seneng nonton kartun saben minggu esuk,Iphone 15 Pro
speaker39_f_nn_utt05,kowe wis ngabarake ibu durung yen arep mulih telat,Iphone 15 Pro
speaker39_f_nn_utt06,sepedha motoré paklik lagi didandani ning bengkel kampung,Iphone 15 Pro
speaker39_f_nn_utt07,aku kelingan jaman cilik seneng dolanan layangan neng sawah,Iphone 15 Pro
speaker39_f_nn_utt08,tangga ngarep lagi gawe pesta ulang tahun kanggo anake,Iphone 15 Pro
speaker39_f_nn_utt09,mbokne lagi nganakaké arisan neng ruang tamu,Iphone 15 Pro
speaker39_f_nn_utt10,yen wengi aku seneng maca buku sadurunge turu,Iphone 15 Pro
speaker39_f_nn_utt11,kowe tulung kirimi aku lokasi nganggo whatsapp yo,Iphone 15 Pro
speaker39_f_nn_utt12,dina senin biasane dalan menyang kampus rame banget,Iphone 15 Pro
speaker39_f_nn_utt13,aku kepengin liburan neng pantai nanging durung ana biaya,Iphone 15 Pro
speaker39_f_nn_utt14,saben jumuwah aku lunga jumatan bareng bapak,Iphone 15 Pro
speaker39_f_nn_utt15,wiwit wingi aku wiwit diet ora mangan gorengan akeh akeh,Iphone 15 Pro
speaker39_f_nn_utt16,adhiku latihan nari jawa kanggo pentas sekolah,Iphone 15 Pro
speaker39_f_nn_utt17,bengi iki aku arep lembur nggarap tugas nganti rampung,Iphone 15 Pro
speaker39_f_nn_utt18,pak guru maringi piagam kanggo siswa sing paling rajin,Iphone 15 Pro
speaker39_f_nn_utt19,aku kesel amarga sak dina muter muter golek kerjaan,Iphone 15 Pro
speaker39_f_nn_utt20,kowe nek dolan ojo lali pamitan dhisik karo wong tuwa,Iphone 15 Pro
speaker39_f_nn_utt21,saben tanggal tua wong wong padha ngirit jajan,Iphone 15 Pro
speaker39_f_nn_utt22,radio lawas ning omahé simbah isih bisa diuripake,Iphone 15 Pro
speaker39_f_nn_utt23,saka ndhuwur gunung pemandangane apik banget,Iphone 15 Pro
speaker39_f_nn_utt24,aku lagi ngenteni kurir paket neng ngarep omah,Iphone 15 Pro
speaker39_f_nn_utt25,kowe tulung lebokake sandhalku neng rak cedhak lawang,Iphone 15 Pro
speaker39_f_nn_utt26,bocah cilik kuwi ngguyu terus merga digodhani mbakne,Iphone 15 Pro
speaker39_f_nn_utt27,aku wis janji ora telat meneh mlebu kelas,Iphone 15 Pro
speaker39_f_nn_utt28,dina iki aku sinau nyetir mobil karo bapak,Iphone 15 Pro
speaker39_f_nn_utt29,yen ana tamu ibu mesthi nyuguhke teh anget lan roti,Iphone 15 Pro
speaker39_f_nn_utt30,aku arep ngirit dhuwit kanggo tuku laptop anyar taun ngarep,Iphone 15 Pro
speaker40_f_nn_utt01,bu kulo badhe maem napa sampun mateng,samsung galaxy m12
speaker40_f_nn_utt02,le ojo lali nyapu plataran dhisik yooo sadurunge lunga sekolah,samsung galaxy m12
speaker40_f_nn_utt03,pak tivine diuripke sek yo arép ndélok bérita,samsung galaxy m12
speaker40_f_nn_utt04,bu guru kulo dereng mangertos carane ngitung niki,samsung galaxy m12
speaker40_f_nn_utt05,kanca kanca ayo sinau bareng sore iki ben luwih ngerti,samsung galaxy m12
speaker40_f_nn_utt06,wingi aku ora mlebu sekolah merga lara weteng,samsung galaxy m12
speaker40_f_nn_utt07,bu pinten regine sayur kangkung sak iket niki,samsung galaxy m12
speaker40_f_nn_utt08,tukune loro wae bu nek iso regané dipangkas sithik yo,samsung galaxy m12
speaker40_f_nn_utt09,wah pasaré rame tenan dina iki nganti angel parkir,samsung galaxy m12
speaker40_f_nn_utt10,wah parine wis temungkul ngesuk iso di panen,samsung galaxy m12
speaker40_f_nn_utt11,ayo cepet cepet ngarit sadurunge udan teka,samsung galaxy m12
speaker40_f_nn_utt12,traktoré durung tekan dadi kudu macul déwé dhisik,samsung galaxy m12
speaker40_f_nn_utt13,pak tugasipun sampun mantun badhe kulo kirim liwat email nggih,samsung galaxy m12
speaker40_f_nn_utt14,rapat karo pimpinan dijadwalaké jam loro awan aja lali teka trêp wektu,samsung galaxy m12
speaker40_f_nn_utt15,printeré rusak maneh kudu dicek staff it,samsung galaxy m12
speaker40_f_nn_utt16,wah wis suwe ora ketemu bocahé saiki wis gedhé tenan,samsung galaxy m12
speaker40_f_nn_utt17,ayo padha mangan bareng iki ana sayur asem karo iwak pitik,samsung galaxy m12
speaker40_f_nn_utt18,simbahe nyritakaké jaman biyèn nalika isih kerja neng kutha,samsung galaxy m12
speaker40_f_nn_utt19,pak rt rencana gugur gunung kapan arepé dilakoni,samsung galaxy m12
speaker40_f_nn_utt20,warga sedaya disuwun rawuh dateng balai dusun wengi niki,samsung galaxy m12
speaker40_f_nn_utt21,yen kabeh setuju ayo kita sareng sareng wiwiti program kebersihan lingkunganipun,samsung galaxy m12
speaker40_f_nn_utt22,kahanane apik tenan gunungé katon cetha saka kéné,samsung galaxy m12
speaker40_f_nn_utt23,ayo foto bareng neng pinggir segara cahya suryane ayu tenan,samsung galaxy m12
speaker40_f_nn_utt24,tiket mlebu regané mung sepuluh ewu murah tenan,samsung galaxy m12
speaker40_f_nn_utt25,mas bisé menyang solo mangkat jam pira,samsung galaxy m12
speaker40_f_nn_utt26,aku arep mudik ngesuk muga muga dalané lancar,samsung galaxy m12
speaker40_f_nn_utt27,aja lali tuku oleh oleh kanggo keluarga neng omah,samsung galaxy m12
speaker40_f_nn_utt28,matur nuwun sanget sampun rawuh ing acara mantenan putra kula,samsung galaxy m12
speaker40_f_nn_utt29,sugeng rawuh mugi mugi bebrayanipun pinaringan rahayu lan langgeng,samsung galaxy m12
speaker40_f_nn_utt30,ayo padha ngucapaké donga bareng kanggo pengantin anyar iki,samsung galaxy m12
speaker41_m_nn_utt01,aku arep menyang pasar bebarengan karo ibu kanggo tuku kelopo,Samsung Galaxy A15
speaker41_m_nn_utt02,wingi bengi aku ora turu amarga nggarap tugas,Samsung Galaxy A15
speaker41_m_nn_utt03,tugas iki angel banget aku ora gelem nggarap,Samsung Galaxy A15
speaker41_m_nn_utt04,arep menyang endi dino iki,Samsung Galaxy A15
speaker41_m_nn_utt05,nang endi kowe saiki aku kepengin ketemu kowe,Samsung Galaxy A15
speaker41_m_nn_utt06,saben bengi aku ora iso turu mikirno awakmu,Samsung Galaxy A15
speaker41_m_nn_utt07,ibu lagi masak sego ing pawon kakak uga melu nulungi,Samsung Galaxy A15
speaker41_m_nn_utt08,bapak lagi moco koran ing ngarep omah karo ngombe kopi,Samsung Galaxy A15
speaker41_m_nn_utt09,aku arep menyang panggonan servis amarga hpku rusak,Samsung Galaxy A15
speaker41_m_nn_utt10,ojo lali ngajak aku yen kowe wisuda mengko,Samsung Galaxy A15
speaker41_m_nn_utt11,aku tuku buku nanging ora tau diwaca,Samsung Galaxy A15
speaker41_m_nn_utt12,ojo mlayu mlayu mengko iso tibo,Samsung Galaxy A15
speaker41_m_nn_utt13,wingi aku menyang jakarta bebarengan karo konco koncoku numpak mobil,Samsung Galaxy A15
speaker41_m_nn_utt14,rego roti iki selawe,Samsung Galaxy A15
speaker41_m_nn_utt15,ojo lali nggarap tugasmu tenggat wis meh entek,Samsung Galaxy A15
speaker41_m_nn_utt16,angel yen pikirmu koyok ngono,Samsung Galaxy A15
speaker41_m_nn_utt17,jadi wong kok seenaknya nindakake liyan,Samsung Galaxy A15
speaker41_m_nn_utt18,kowe ngerti panggonan tuku kembang ora,Samsung Galaxy A15
speaker41_m_nn_utt19,dino iki aku ulang tahun,Samsung Galaxy A15
speaker41_m_nn_utt20,ibu menyang melayat omahe tangga almarhum seda sore iki,Samsung Galaxy A15
speaker41_m_nn_utt21,aku nggarap tugas bareng konco koncoku ing perpustakaan sore iki,Samsung Galaxy A15
speaker41_m_nn_utt22,jaketku ilang kebawa angin nalika dijemur,Samsung Galaxy A15
speaker41_m_nn_utt23,motor iku mogok amarga maksa nyebur banjir nganti dhadha,Samsung Galaxy A15
speaker41_m_nn_utt24,aku arep menyang pasar sore iki kanggo tuku sayur lan woh wohan,Samsung Galaxy A15
speaker41_m_nn_utt25,aku seneng ndeleng srengenge surup saka bukit ing pinggir desa,Samsung Galaxy A15
speaker41_m_nn_utt26,aku pengin sinau basa jawa luwih akeh supaya gampang cerito karo simbah,Samsung Galaxy A15
speaker41_m_nn_utt27,bapak lan ibu tansah menehi piwulang supaya aku lan adikku dadi anak sing apik lan sopan,Samsung Galaxy A15
speaker41_m_nn_utt28,aku kroso seneng banget amarga iso ketemu konco lawas sing wis suwe ora ketemu,Samsung Galaxy A15
speaker41_m_nn_utt29,dheweke kerep njupuk foto kembang kembang ing kebon nalika musim semi teka,Samsung Galaxy A15
speaker41_m_nn_utt30,aku kesel pengin cepet cepet mulih,Samsung Galaxy A15
speaker42_m_nn_utt01,sugeng enjing kadospundi kabaripun,Xiaomi 11t
speaker42_m_nn_utt02,regane murah lan terjangkau,Xiaomi 11t
speaker42_m_nn_utt03,regane cabe larang,Xiaomi 11t
speaker42_m_nn_utt04,kowe neng endi,Xiaomi 11t
speaker42_m_nn_utt05,kowe lagi apa,Xiaomi 11t
speaker42_m_nn_utt06,bapak nembe maos koran wonten teras,Xiaomi 11t
speaker42_m_nn_utt07,panjenengan badhe ngunjuk menapa teh napa kopi,Xiaomi 11t
speaker42_m_nn_utt08,ibu nembe masak rendang kagem dhahar siang,Xiaomi 11t
speaker42_m_nn_utt09,kowe wis adus durung,Xiaomi 11t
speaker42_m_nn_utt10,aku kudu mangkat saiki,Xiaomi 11t
speaker42_m_nn_utt11,aku lagi sinau basa jawa,Xiaomi 11t
speaker42_m_nn_utt12,aku ora seneng pedhes,Xiaomi 11t
speaker42_m_nn_utt13,kowe lagi ngrungokke apa,Xiaomi 11t
speaker42_m_nn_utt14,dalemipun panjenengan wonten pundi,Xiaomi 11t
speaker42_m_nn_utt15,iku dudu duwekku lho,Xiaomi 11t
speaker42_m_nn_utt16,iki rasane pait banget,Xiaomi 11t
speaker42_m_nn_utt17,iku kucingku jenenge miko,Xiaomi 11t
speaker42_m_nn_utt18,bapakku lagi kerja ning kantor,Xiaomi 11t
speaker42_m_nn_utt19,ibuku lagi masak ning pawon,Xiaomi 11t
speaker42_m_nn_utt20,mangga dipun dhahar sekulipun,Xiaomi 11t
speaker42_m_nn_utt21,lawange tulung ditutup ya,Xiaomi 11t
speaker42_m_nn_utt22,omahku rada adoh saka kene,Xiaomi 11t
speaker42_m_nn_utt23,sesuk esuk aku arep lunga,Xiaomi 11t
speaker42_m_nn_utt24,ibu lagi nyirami kembang neng kebon,Xiaomi 11t
speaker42_m_nn_utt25,simbah nembe sare wonten kamar,Xiaomi 11t
speaker42_m_nn_utt26,simbah lagi masak jangan asem,Xiaomi 11t
speaker42_m_nn_utt27,dino iki hawane panas banget,Xiaomi 11t
speaker42_m_nn_utt28,kucingipun panjenengan lucu sanget,Xiaomi 11t
speaker42_m_nn_utt29,aku arep tuku sego goreng siji,Xiaomi 11t
speaker42_m_nn_utt30,mangga kula dherekaken wangsul,Xiaomi 11t
speaker43_m_nn_utt01,sugeng enjang mugi dinten panjenengan kaleksanan sae,Poco X5
speaker43_m_nn_utt02,menawi panjenengan kersa mangga pinarak sekedhap,Poco X5
speaker43_m_nn_utt03,ing griya sampun dipun siapaken dhaharan esuk,Poco X5
speaker43_m_nn_utt04,sedaya berkas punika saged panjenengan tingali rumiyin,Poco X5
speaker43_m_nn_utt05,wonten rapat cendhak ing ruang tengah,Poco X5
speaker43_m_nn_utt06,pakaryan dinten punika sampun kasebar dhumateng sedaya anggota,Poco X5
speaker43_m_nn_utt07,rawuhe panjenengan sampun dinungu dening para kanca,Poco X5
speaker43_m_nn_utt08,wonten kabar enggal ingkang kedah dipun rembug,Poco X5
speaker43_m_nn_utt09,undhang undhang punika saged dipun waca kanthi teliti,Poco X5
speaker43_m_nn_utt10,ing papan punika kedah tansah resik lan tertib,Poco X5
speaker43_m_nn_utt11,nedha awan badhe dipun wiwiti jam setunggal,Poco X5
speaker43_m_nn_utt12,tetep sumangga dipun aturaken pendapat panjenengan,Poco X5
speaker43_m_nn_utt13,wonten tugas alit ingkang kedah dipun rampungaken rumiyin,Poco X5
speaker43_m_nn_utt14,sanadyan udan aktivitas tetep saged lumampah sae,Poco X5
speaker43_m_nn_utt15,para mahasiswa dipun aturi nyerat cathetan ringkes,Poco X5
speaker43_m_nn_utt16,wonten pawartos bilih dalan ageng sakmenika sesek,Poco X5
speaker43_m_nn_utt17,punika minangka draf awal kangge dipun koreksi bebarengan,Poco X5
speaker43_m_nn_utt18,sepedha motoripun sampun dipun siapaken wonten garasi,Poco X5
speaker43_m_nn_utt19,sinten kemawon saged nyuwun salinan data punika,Poco X5
speaker43_m_nn_utt20,ingkang remen sinau saged ngginakaken ruangan perpustakaan,Poco X5
speaker43_m_nn_utt21,punika wekdal ingkang trep kangge ngrembag proyek,Poco X5
speaker43_m_nn_utt22,regane bahan baku menika mundhak sekedik,Poco X5
speaker43_m_nn_utt23,sakwise rampung makarya para kanca saged ngaso sekedhap,Poco X5
speaker43_m_nn_utt24,punika jadwal anyar kangge minggu ngajeng,Poco X5
speaker43_m_nn_utt25,para tamu dipun tampi kanthi sareh lan bektiya,Poco X5
speaker43_m_nn_utt26,bus niki rawuhe wonten watara jam kalih,Poco X5
speaker43_m_nn_utt27,sinten kemawon ingkang mbetahaken piranti saged nyuwun wonten lobi,Poco X5
speaker43_m_nn_utt28,wonten papan informasi ing ngarep kangge para rawuh,Poco X5
speaker43_m_nn_utt29,sesaji dokumen punika kedah dipun serahaken sedinten malih,Poco X5
speaker43_m_nn_utt30,ing wekdal sonten badhe wonten pandamelan cekak,Poco X5
speaker44_m_nn_utt01,selamat pagi kowe wis tangi jam pira,Samsung A52S
speaker44_m_nn_utt02,aku arep nyuci motor ning ngarep omah,Samsung A52S
speaker44_m_nn_utt03,kowe wis ngombe obat durung iki,Samsung A52S
speaker44_m_nn_utt04,tulung ambekke klambi saka jemuran ya,Samsung A52S
speaker44_m_nn_utt05,aku lagi nonton berita ning televisi,Samsung A52S
speaker44_m_nn_utt06,adhiku lagi dolanan layang layang ning alun,Samsung A52S
speaker44_m_nn_utt07,bapak arep lunga menyang jakarta besok,Samsung A52S
speaker44_m_nn_utt08,ibu lagi nyetrika klambi ning kamar,Samsung A52S
